Metric,Value
alpha,2.989925927948557
xmin,116.0
slope_log_log,-3.4845366408048384
r_squared,0.9897959777590069
powerlaw_vs_lognormal_R,-10.581341200652869
powerlaw_vs_lognormal_p,3.6371407085747564e-26
